id,audio_filepath,reference_transcript,speaklar_prediction,titu-large_prediction,titu-fast_prediction,indic-ctc_prediction,indic-rnnt_prediction
0a45f43d96,data/asr_bengali_1000_wav/0a45f43d96.wav,মিছিলের চরিত্র,মিছিলের চরিত্র,মিছিলের চরিত্র,না মিছি নিয়ে চি ছিল, মিছিল চৰি ত্র, মিছিলে চরি ত্র
0a468969a0,data/asr_bengali_1000_wav/0a468969a0.wav,রাসূল সা বলেন,রাসূল স বলেন,রাসূল স বলেন,রাসেল সাল ওয়াল সালাম বলেন, রাসুল সাল্াললাহ আলাহ সাল্লাম বলেন, রাসুল সাল্লাহ আলাইসাল্লাম বলেন
0a46ae5b3c,data/asr_bengali_1000_wav/0a46ae5b3c.wav,যেখানে রাহা তার বন্ধুকে,যেখানে রাহা তার বন্ধুকে,যেখানে রাহা তার বন্ধুকে,আর আছে না যে খ না র হাত তার আর বন্ধ ধু কে, যেখানে রাহা তার বন্ধুকে, যেখানে রাহা তার বন্ধুকে
0a46ee545e,data/asr_bengali_1000_wav/0a46ee545e.wav,বাড়িতে আসার দিন,বাড়িতে আসার দিন,বাড়িতে আসার দিন,না না হ আর বাড়ি তে আর আর দিন, বাড়িতে আসার দিন, বাড়িতে আসার দিন
0a47113624,data/asr_bengali_1000_wav/0a47113624.wav,টঙ্গীর শিল্পাঞ্চলে,টঙ্গীর শিল্পাঞ্চলে,টঙ্গীর শিল্পাঞ্চলে,টু মির শিল পান চলে, টঙির শিল্পাঞ্চলে, টঙির শিল্পাঞ্চলে
0a4747f08d,data/asr_bengali_1000_wav/0a4747f08d.wav,নায়িকা সংকট,নায়িকা সংকট,নায়িকা সংকট,নাই কার সংকট, নায়িকা সংকট, নায়িকা সংকট
0a4749b988,data/asr_bengali_1000_wav/0a4749b988.wav,এমন জায়গায় এসে,এমন জায়গায় এসে,এমন জায়গায় এসে,এমন জায়গায় এসে, এমন জায়গায় এসে, এমন জায়গায় এসে
0a47506927,data/asr_bengali_1000_wav/0a47506927.wav,ললিপপ,ললি পপ,ললি পপ,না না লি প, রলি পপ, র লি প
0a482565f0,data/asr_bengali_1000_wav/0a482565f0.wav,জুতা জোড়াটি,জুতা জোড়াটি,জুতা জোড়াটি,হ জ জুু তা জোরা টি, জুতা জোড়াটি, জুতা জোড়াটি
0a48541736,data/asr_bengali_1000_wav/0a48541736.wav,জনসংখ্যার ঘনত্ব,জনসংখ্যার ঘনত্ব,জনসংখ্যার ঘনত্ব,না য অন সং কার আর ঘন হ তো, জনসংখ্যার ঘনত্ব, জনসংখ্যার ঘনত্ব
0a4865bcb1,data/asr_bengali_1000_wav/0a4865bcb1.wav,মাতাল,মাতাল,মাতাল,মনে হতে পারে না পারে মা তার, মাাতাল, মা তাল
0a48b2ac7f,data/asr_bengali_1000_wav/0a48b2ac7f.wav,মস্ত কালো,মস্ত কালো,মস্ত কালো,না হ না মস তো ক ও হ, মস্ত কালো, মস্ত কালো
0a490c817f,data/asr_bengali_1000_wav/0a490c817f.wav,সখি ভালবাসা কারে কয়,সুখী ভালবাসা কারে কয়,সুখী ভালোবাসা কারে কয়,সুখী ভালোবাসা কারে কয়, সুখী ভালোবাসা কারেকয়, সুখী ভালোবাসা কারেকয়
0a49d1827f,data/asr_bengali_1000_wav/0a49d1827f.wav,আপিলের সার সংক্ষেপ,আপিলের সারসংক্ষেপ,আপিলের সারসংক্ষেপ,না আর পিলের সার সঙ্গে খেয়ে না, আপিলের সার সংক্ষেপ, আপিলের সার সংক্ষেপ
0a49d7c8da,data/asr_bengali_1000_wav/0a49d7c8da.wav,ওজনের উপর,ওজনের ওপর,ওজনের পর,ওজনের ওর, ওজনের উপর, ওজনের উপর
0a49dadaf3,data/asr_bengali_1000_wav/0a49dadaf3.wav,দূর করা যায়,দূর করা যায়,দূর করা যায়,দূর করা যায়, দূর করা যায়, দূর করা যায়
0a49ea6ebc,data/asr_bengali_1000_wav/0a49ea6ebc.wav,জনগণের সেন্টিমেন্ট,জনগণের সেন্টিমেন্ট,জনগণের সেন্টিমেন্ট,হ জ অ ও গন এট স এেন্ট টিি মট ড, জনগণের সেন্টিমেন্ট, জনগণের সেন্টিমেন্ট
0a4afaecf7,data/asr_bengali_1000_wav/0a4afaecf7.wav,এরূপ উদাহরণ,এরূপ উদাহরণ,এরূপ উদাহরণ,এ রূপ উাহ আর ও না, এরূপ উদাহরণ, এরূপ উদাহরণ
0a4b7dcde9,data/asr_bengali_1000_wav/0a4b7dcde9.wav,শিমুল ইসলাম তনু,শিমুল ইসলাম তনু,শিমুল ইসলাম তনু,না আ না শ ম ই ইসলাম তো নু না হ আছে আছে আছে না আছে, শিমুল ইসলাম তনু, শিমুল ইসলাম তনু
0a4b97c4ff,data/asr_bengali_1000_wav/0a4b97c4ff.wav,শাহাবুদ্দিনের নাম,শাহাবুদ্দের নাম,শাহাবুদ্দিন নাম,শা ও দিনের নাম, শহ বদ্রের নাম, শা বদ্রের নাম
0a4ba3e9a9,data/asr_bengali_1000_wav/0a4ba3e9a9.wav,দীর্ঘদিন ধরে চলছে,দীর্ঘদিন ধরে চলছে,দীর্ঘদিন ধরে চলছে,দীর্ঘদিন ধরে চলছে, দীর্ঘদিন ধরে চলছে, দীর্ঘদিন ধরে চলছে
0a4c1d0c50,data/asr_bengali_1000_wav/0a4c1d0c50.wav,পুস্তকখানি পাঠ করিয়া,পুস্তকখানি পাঠ করিয়া,পুস্তকখানি পাঠ করিয়া,পুস্তক খানি পাঠ করিিয়া, পুস্তকখানি পাঠ করিয়া, পুস্তকখানি পাঠ করিয়া
0a4c37ba58,data/asr_bengali_1000_wav/0a4c37ba58.wav,দেশের পরাধীনতা,দেশের পরাধীনতা,দেশের পরাধীনতা,দেশ এর পড়া ধিন ও দ, দেশের পরাধীনতা, দেশের পরাধীনতা
0a4c3cdba8,data/asr_bengali_1000_wav/0a4c3cdba8.wav,গল্পটা লিখে ফেলে,গল্পটা লিখে ফেলে,গল্পটা লিখে ফেলে,গল্পটা লিখে ফেলে, গল্পটা লিখে ফেলে, গল্পটা লিখে ফেলে
0a4ca8a8eb,data/asr_bengali_1000_wav/0a4ca8a8eb.wav,সেই দ্বৈরথে জয়ী হয়েছেন,সেই দ্বৌরথে জয়ী হয়েছেন,সেই দৌরথে জয়ী হয়েছেন,না সেই এই দৌড় ও থ জয়ই হয়েছেন না, সেই দৌরথে জয়ী হয়েছেন, সেই দৌড়থে জয়ী হয়েছেন
0a4d2e89c1,data/asr_bengali_1000_wav/0a4d2e89c1.wav,বাংলাদেশ সংবাদ ৭১ নামে,বাংলাদেশ সংবাদ একাত্তর নামে,বাংলাদেশ সংবাদ একাত্তর নামে,এক এক আছে না ও বাংলা লা দেশ সং বা এক আর তর না মে, বাংলাদেশ সংবাদ একাত্তর নামে, বাংলাদেশ সংবাদ একাত্তর নামে
0a4d8b701a,data/asr_bengali_1000_wav/0a4d8b701a.wav,তিনি তিনটি ছবি,তিনি তিনটি ছবি,তিনি তিনটি ছবি,এক না তিন নিয়ে তিনটি ছবি, তিনি তিনটি ছবি, তিনি তিনটি ছবি
0a4db231dc,data/asr_bengali_1000_wav/0a4db231dc.wav,অল্পকালপরবর্তী হইলেও,অল্পকাল পরবর্তী হইলেও,অল্পকাল পরবর্তী হইলেও,অল ফ কাল ফর ভ ত হইলেওও, অল্পকাল পরবর্তী হইলেও, অল্পকাল পরবর্তী হইলেও
0a4dfffa71,data/asr_bengali_1000_wav/0a4dfffa71.wav,তৈরী করা হয়,তৈরি করা হয়,তৈরি করা হয়,তৈরি করা হয়, তৈরি করা হয়, তৈরি করা হয়
0a4e4c5f5d,data/asr_bengali_1000_wav/0a4e4c5f5d.wav,ওই ব্যাটাকে,ওই ব্যাটাকে,ওই ব্যেটাকে,ওই ব্যা  কে, ওই বটাা ক, ওই বট একে
0a4e7dcf9a,data/asr_bengali_1000_wav/0a4e7dcf9a.wav,অনেক সময় সেশনজটের কারণে,অনেক সময় সেশনজটের কারণে,অনেক সময় সেশনজটের কারণে,অনেক সময় সেশন জটের কারণে, অনেক সময় সেস্ন জটের কারণে, অনেক সময় সেস্ন জট এর কারণে
0a4f1f19c2,data/asr_bengali_1000_wav/0a4f1f19c2.wav,গ্রানাদাকে হারিয়েছে,গ্রানাদাকে হারিয়েছে,গ্রানাদাকে হারিয়েছে,না আ না গ না দ কে হারিয়ে আছে ছে, গ্রানাদাকে হারিয়েছে, গ্রানাদাকে হারিয়েছে
0a4f425cd2,data/asr_bengali_1000_wav/0a4f425cd2.wav,শ্রীলঙ্কা,শ্রীলঙ্কা,শ্রীলঙ্কা,হ স্ট্রি লাং ক আ, শ্রী লংকা, শ্রী লঙ্কা
0a4f7d18ff,data/asr_bengali_1000_wav/0a4f7d18ff.wav,মডেলঅভিনেত্রী পুনম পান্ডে,মডেল অভিনেত্রী পুনম পান্ডে,মডেল অভিনেত্রী পুনম পান্ডে,মডেল ওভি এ থ্রি পু নাম পান ডে, মডেল অভিনেত্রী পুনম পাান্ডে, মডেল অভিনেত্রী পুনম পাণ্ডে
0a506a8a4f,data/asr_bengali_1000_wav/0a506a8a4f.wav,ক্রমাগত পড়ে যাওয়ার মাধ্যমে,ক্রমাগত পড়ে যাওয়ার মাধ্যমে,ক্রমাগত পড়ে যাওয়ার মাধ্যমে,ক্রমাগত পড়ে যাওয়ার মাধ্যমে, ক্রমাগত পরে যয়ার মাধ্যমে, ক্রমাগত পরে যার মাধ্যমে
0a50874153,data/asr_bengali_1000_wav/0a50874153.wav,যেমন নির্ধারণ করা হয়েছে,যেমন নির্ধারণ করা হয়েছে,যেমন নির্ধারণ করা হয়েছে,যেমন নির্ধারণ করা হয়েছে, যেমন নির্ধারণ করা হয়েছে, যেমন নির্ধারণ করা হয়েছে
0a50a098ac,data/asr_bengali_1000_wav/0a50a098ac.wav,আমি কেয়ারটেকার সরকার ব্যবস্থা,আমি কেয়ারটেকার সরকার ব্যবস্থা,আমি কেয়ারটেকার সরকার ব্যবস্থা,কাব শুরু আমি কে আর টে কার সরকার ব্যবস্থা, আমি কারে টাক সরকার ব্যবস্থা, আমি কারেটাকার সরকার ব্যবস্থা
0a50a91cc2,data/asr_bengali_1000_wav/0a50a91cc2.wav,সহজেই বাড়ানো যেতে পারে,সহজেই বাড়ানো যেতে পারে,সহজেই বাড়ানো যেতে পারে,সহজেই বাড়ানো যেতে পারে, সহজেই বাড়ানো যেতে পারে, সহজেই বাড়ানো যেতে পারে
0a50c0d79b,data/asr_bengali_1000_wav/0a50c0d79b.wav,প্রকাণ্ড চারমহলা বাড়ি,প্রকাণ্ড চারমহলা বাড়ি,প্রকাণ্ড চার মহল্লা বাড়ি,টোক ক কা ডো চার ম হললা বাড়ি, প্রকাণ্ড চারমহলা বাড়ি, প্রকাণ্ড চার মহলা বাড়ি
0a50e9bafe,data/asr_bengali_1000_wav/0a50e9bafe.wav,কলিং বেলের সুইচে,কলিং বেলের সুইচে,কলিং বেলে সুইচ,না হ কল ইিং বলেলে সই চেয়ে, কলিং বলের সুইচে, কলিং বেলের সুইচে
0a51b1f266,data/asr_bengali_1000_wav/0a51b1f266.wav,পরিচিতি তৈরি হয় তাঁর,পরিচিতি তৈরি হয় তাঁর,পরিচিতি তৈরি হয় তাঁর,পরিচিতি তৈরি হয় তার, পরিচিতি তৈরি হয় তাঁর, পরিচিতি তৈরি হয় তাঁর
0a52419edd,data/asr_bengali_1000_wav/0a52419edd.wav,শাদা পালক বকরা যেথায়,সাদা পালক বক্রা যেথায়,সাদা পালক বকরা যেথায়,সাদা পাল লোক বক রা যে থাক, সাদা পালক বকরা যেেথায়, সাদা পালক বকরা যেথায়
0a52afdfc6,data/asr_bengali_1000_wav/0a52afdfc6.wav,তিন প্রভাবশালী দেশ,তিন প্রভাবশালী দেশ,তিন প্রভাবশালী দেশ,তিন প্রভাবশালী দেশ, তিন প্রভাবশালী দেশ, তিন প্রভাবশালী দেশ
0a52dfa620,data/asr_bengali_1000_wav/0a52dfa620.wav,চলাচলা করতে পারে না,চলাচল করতে পারে না,চলাচল করতে পারে না,না হ না না না তো চলা চল করতে পারে না হ, চলাচল করতে পারে না, চলাচল করতে পারে না
0a52e78423,data/asr_bengali_1000_wav/0a52e78423.wav,ত্বকের যত্ন,ত্বকের যত্ন,ত্বকের যত্ন,তককের যত না, ত্বকের যত্ন, ত্বকের যত্ন
0a533992ec,data/asr_bengali_1000_wav/0a533992ec.wav,আগ্রহী হলেন,আগ্রহী হলেন,আগ্রহী হলেন,হ আগ গ্র হ হ ন না, আগ্রহী হলেন, আগ্রহী হলেন
0a53985651,data/asr_bengali_1000_wav/0a53985651.wav,যেসব ঘটনা ফেঁদেছেন,যেসব ঘটনা ফেদেছেন,যেসব ঘটনা ফেঁদেছেন,যে সব ঘটনা ফে দেখছেন, যেসব ঘটনা ফেঁদেছেন, যেসব ঘটনা ফেঁদেছেন
0a53bffe76,data/asr_bengali_1000_wav/0a53bffe76.wav,কেননা পুরো ব্রাজিল তাকিয়েছিল,কেননা পুরো ব্রাজিল তািয়ে ছিল,কেননা পুরো ব্রাজিল তাকিয়ে ছিল,কেননা পুরো ব্রাজিল তাকিয়ে ছিল, কেননা পুরো ব্রাজিল তাকে ছিল, কেননা পুরো ব্রাজিল তাকে ছিল
0a53d0cbee,data/asr_bengali_1000_wav/0a53d0cbee.wav,নানির গা থেকে,নানির গা থেকে,নানির গা থেকে,না ন গা থেকে কে, নানীর গা থেকে, নানীর গা থেকে
0a542514d5,data/asr_bengali_1000_wav/0a542514d5.wav,মঞ্জুর বর্তমান ভবিষ্যত,মঞ্জুর বর্তমান ভবিষ্যৎ,মঞ্জুর বর্তমান ভবিষ্যৎ,মন জোর বট তো ময় ভবিষ শত, মঞ্জুর বর্তমান ভবিষ্যৎ, মঞ্জুর বর্তমান ভবিষ্যৎ
0a5454ef52,data/asr_bengali_1000_wav/0a5454ef52.wav,আলোচিত হচ্ছে,আলোচিত হচ্ছে,আলোচিত হচ্ছে,না না না আর ও চ তো হচ্ছে সে না না, আলোচিত হচ্ছে, আলোচিত হচ্ছে
0a54a5d95e,data/asr_bengali_1000_wav/0a54a5d95e.wav,অভিনয় করতেন,অভিনয় করতেন,অভিনয় করতেন,না ওবি না কর দেনেন, অভিনয় করতেন, অভিনয় করতেন
0a54fcf0ef,data/asr_bengali_1000_wav/0a54fcf0ef.wav,সঙ্গে আমার,সঙ্গে আমার,সঙ্গে আমার,না হ ও শ সঙ্গে গিয়ে আমার, সঙ্গে আমার, সঙ্গে আমার
0a552dd3f6,data/asr_bengali_1000_wav/0a552dd3f6.wav,হাতের দুটি আঙুল,হাতের দুটি আঙুল,হাতের দুটি আঙুল,হাতের দুটি আঙ্গুর, হাতের দুটি আঙুর, হাতের দুটি আঙ্গুর
0a5553f0f1,data/asr_bengali_1000_wav/0a5553f0f1.wav,তাদের মধ্যে তৃতীয়,তাদের মধ্যে তৃতীয়,তাদের মধ্যে তৃতীয়,তাদের দে মধ্যে দিয়ে তৃতীয় ও, তাদের মধ্যে তৃতীয়, তাদের মধ্যে তৃতীয়
0a55689c38,data/asr_bengali_1000_wav/0a55689c38.wav,ক্ষতি খুব,ক্ষতি খুব,ক্ষতি খুব,না খ কি কি খুব ভ না না, ক্ষতি খুব, ক্ষতি খুব
0a567f21ef,data/asr_bengali_1000_wav/0a567f21ef.wav,জনি ও সাইদুলকে ঘিরেই,জানি ও সাইদুলকে ঘিরেই,জানি ও সাইদুলকে ঘিরেই,জান নিয়ে ও সাই দুল কে ঘিরেেই এই, জানি ও সায়দুলকে ঘিরেই, জানি ও সায়দুলকে ঘিরেই
0a56e44923,data/asr_bengali_1000_wav/0a56e44923.wav,কোয়েল মল্লিক,কোয়েল মল্লিক,কোয়েল মল্লিক,হ না কোয়েল মন লিিক, কোয়েল মল্লিক, কোয়েল মল্লিক
0a57b3f6fe,data/asr_bengali_1000_wav/0a57b3f6fe.wav,ডাক্তারবন্ধু,ডাক্তার বন্ধু,ডাক্তার বন্ধু,না না ডাক তার আর বন্ধোন দু, ডাক্তার বন্ধু, ডাক্তার বন্ধু
0a57fd4598,data/asr_bengali_1000_wav/0a57fd4598.wav,শালীনতার সংজ্ঞা,শালীনতার সংজ্ঞা,শালীনতার সংজ্ঞা,না শাড় আলি না তার সঙ্গে গা, শালীনতার সংজ্ঞা, শালীনতার সংজ্ঞা
0a5838b38a,data/asr_bengali_1000_wav/0a5838b38a.wav,কিন্তু খরার সময়ে,কিন্তু খরার সময়,কিন্তু খরার সময়,কিন্তু খরার সময়, কিন্তু খরার সময়, কিন্তু খড়ার সময়
0a58abfa8c,data/asr_bengali_1000_wav/0a58abfa8c.wav,সেখানে প্রায় ৩০০০ লোক ছিলেন,সেখানে প্রায় তিন হাজার লোক ছিলেন,সেখানে প্রায় তিন হাজার লোক ছিলেন,সেখানে প্রায় তিন হাজার লোক ছিলেন, সেখানে প্রায় তিন হাজার লোক ছিলেন, সেখানে প্রায় তিন হাজার লোক ছিলেন
0a58f2edc7,data/asr_bengali_1000_wav/0a58f2edc7.wav,পাঁচ বন্ধুর গল্প নিয়ে,পাঁচ বন্ধুর গল্প নিয়ে,পাঁচ বন্ধুর গল্প নিয়ে,না পা আজ ব ধুর গল্প নিয়ে এ আ আছে আছে আছে না, পাঁচ বন্ধুর গল্প নিয়ে, পাঁচ বন্ধুর গল্প নিয়ে
0a5915776d,data/asr_bengali_1000_wav/0a5915776d.wav,ফেনীর সোনাগাজী উপজেলার,ফেনীর সোনাগাজী উপজেলার,ফেনীর সোনাগাজী উপজেলার,ফেনীর স না গাজী উপ জ আর, ফেনীর সোনাগাজী উপজেলার, ফেনীর সোনাগাজী উপজেলার
0a5933dc2b,data/asr_bengali_1000_wav/0a5933dc2b.wav,বিদ্যুৎ কেন্দ্র ব্যয়বহুল,বিদ্যুৎ কেন্দ্র ব্যয়বহুল,বিদ্যুৎ কেন্দ্র ব্যয়বহুল,বলে তাাম তো হবে বিদ্যুৎ কেন্দ্র ব্যয়বহুল, বলে তাবো দ বিদ্যুৎ কেন্দ্র ব্যয়বহুল, বলে তাব দা বিদ্যুৎ কেন্দ্র ব্যয়বহুল
0a59468f84,data/asr_bengali_1000_wav/0a59468f84.wav,পুলিশের বিশেষ শাখার,পুলিশের বিশেষ শাখার,পুলিশের বিশেষ শাখার,পুলিশ এর বিশেষ শেষ শা খা, পুলিশ এর বিশেষ শাখার, পুলিশ এর বিশেষ শাখার
0a597ec569,data/asr_bengali_1000_wav/0a597ec569.wav,বর্ধিত ঋণ সুবিধার,বর্ধিত ঋণ সুবিধার,বর্ধিত ঋণ সুবিধার,না বোর দি তো রঋিন সুবি আর, বর্ধিত ঋণ সুবিধার, বর্ধিত ঋণ সুবিধার
0a59af36bf,data/asr_bengali_1000_wav/0a59af36bf.wav,ঘড়িটির কাঁটা,ঘড়ির কাঁটা,ঘড়ির কাঁটা,হ ঘোরের কার টা, ঘোরের কাটা, ঘোরের কাটা
0a59eefffd,data/asr_bengali_1000_wav/0a59eefffd.wav,প্রথম রাজ্য হিসেবে,প্রথম রাজ্য হিসেবে,প্রথম রাজ্য হিসেবে,প্রথম রাজ্য হিসেবে, প্রথম রাজ্য হিসেবে, প্রথম রাজ্য হিসেবে
0a5a1687aa,data/asr_bengali_1000_wav/0a5a1687aa.wav,তার মনের,তার মনের,তার মনের,হ তার আর ম এর, তার মনের, তার মনের
0a5a5bf4ec,data/asr_bengali_1000_wav/0a5a5bf4ec.wav,অ্যাকটিভিশন ব্লিজার্ড,অ্যাকটিভিশন ব্রিজার্ড,অ্যাকটিভিশন ব্লিজার্ড,এক আছে না হ এক টি ভিশ ইন দিিিজ আর্ট, অটিভিশন বিসার্ট, অকটিভিশন ব্রিসার্ট
0a5a89fc7d,data/asr_bengali_1000_wav/0a5a89fc7d.wav,বাস্তবায়ন করা যায়নি,বাস্তবায়ন করা যায়নি,বাস্তবায়ন করা যায়নি,বাস্তবায়ন করা যায়নি, বাস্তবায়ন করা যায়নি, বাস্তবায়ন করা যায়নি
0a5ab5e2d3,data/asr_bengali_1000_wav/0a5ab5e2d3.wav,সকাল ৬টা থেকে,সকাল ছয় টা থেকে,সকাল ছয় টা থেকে,আর সকাল ছয় টা থেকে কে, সকাল ছয় টা থেকে, সকাল ছয় টা থেকে
0a5ac1f9b1,data/asr_bengali_1000_wav/0a5ac1f9b1.wav,যার ধারাবাহিকতা,যার ধারাবাহিকতা,যার ধারাবাহিকতা,যার ধারাবাহিক কথা, যার ধারাবাহিকতা, যার ধারাবাহিকতা
0a5b3265be,data/asr_bengali_1000_wav/0a5b3265be.wav,এর বিচার না হলে,এর বিচার না হলে,এর বিচার না হলে,করে হ না আর বি আর না হলে, এর বিচার না হলে, এর বিচার না হলে
0a5ba4da3d,data/asr_bengali_1000_wav/0a5ba4da3d.wav,দেখা যাবে টেলিছবি,দেখা যাবে টেলিছবি,দেখা যাবে টেলিছবি,না হ না না দেখা যাবে বে টেল লিস ছবি, দেখা যাবে টেলি ছবি, দেখা যাবে টেলি ছবি
0a5bb5365c,data/asr_bengali_1000_wav/0a5bb5365c.wav,ফানি ভিডিও,ফানি ভিডিও,ফানি ভিডিও,হ ফা আমি ভিডিও ও, ফানি ভিডিও, ফানি ভিডিও
0a5bc034cb,data/asr_bengali_1000_wav/0a5bc034cb.wav,এক ডুবন্ত তরীতে,এক ডুবন্ত তরিতে,এক ডুবন্ত তরিতে,এক ডু ব তোোর র তে, এক ডুবন্ত তরিতে, এক ডুবন্ত তরিতে
0a5c012618,data/asr_bengali_1000_wav/0a5c012618.wav,দর্শকদের মন জয় করার মতো,দর্শকদের মন জয় করার মতো,দর্শকদের মন জয় করার মতো,দর্শকদের মন জয় করার আর মতো, দর্শকদের মন জয় করার মতো, দর্শকদের মন জয় করার মত
0a5c255836,data/asr_bengali_1000_wav/0a5c255836.wav,সাহিত্য হয় না বলাতে,সাহিত্য হয় না বলাতে,সাহিত্য হয় না বলাতে,সাহিত তো হয় না বলা তে, সাহিত্য হয় না বলাতে, সাহিত্য হয় না বলাতে
0a5c3515f9,data/asr_bengali_1000_wav/0a5c3515f9.wav,মুরাদের গরিবি ঘুচে যায়,মুরাদের গরিবি ঘুচে যায়,মুরাদের গরিবি ঘুচে যায়,মুরাদের গরিব বিগ হচ্ছে যে, মুরাদের গরিবিই ঘুচে য, মুরাদের গরিবি ঘুচে যে
0a5cdf674e,data/asr_bengali_1000_wav/0a5cdf674e.wav,তা থেকে সে আগে,তা থেকে সে আগে,তা থেকে সে আগে,হ তা থেকে কে সে আগে গে, তা থেকে সে আগে, তা থেকে সে আগে
0a5d897831,data/asr_bengali_1000_wav/0a5d897831.wav,তালগাছ আমার,তালগাছ আমার,তালগাছ আমার,না হ না তা আল গা আছে চ আর আমার আর আর হ, তাল গাছ আমার, তাল গাছ আমার
0a5ece31b1,data/asr_bengali_1000_wav/0a5ece31b1.wav,এখন আর যেতে চান না,এখন আর যেতে চান না,এখন আর যেতে চান না,এখন আর যেতে চান না, এখন আর যেতে চান না, এখন আর যেতে চান না
0a5ef68fe5,data/asr_bengali_1000_wav/0a5ef68fe5.wav,তবে তার অবস্থা,তবে তার অবস্থা,তবে তার অবস্থা,হ তবে তার অব থ, তবে তার অবস্থা, তবে তার অবস্থা
0a5f1a55dc,data/asr_bengali_1000_wav/0a5f1a55dc.wav,দেখতে পাবেন না,দেখতে পাবেন না,দেখতে পাবেন না,দেখতে পাবেন না, দেখতে পাবেন না, দেখতে পাবেন না
0a5f6fb188,data/asr_bengali_1000_wav/0a5f6fb188.wav,পথ বেছে নিয়েছে,পথ বেছে নিয়েছে,পথ বেছে নিয়েছে,পথ বেছে নিয়েছে, পথ বেছে নিয়েছে, পথ বেছে নিয়েছে
0a60565a69,data/asr_bengali_1000_wav/0a60565a69.wav,আমার পেছনে দাঁড়িয়ে,আমার পেছনে দাঁড়িয়ে,আমার পেছনে দাঁড়িয়ে,আমার পেছনে দাঁড়িয়ে, আমার পেছনে দাঁড়িয়ে, আমার পেছনে দাঁড়িয়ে
0a607e76a4,data/asr_bengali_1000_wav/0a607e76a4.wav,এবারের আসরের চমক,এবারের আসরের চমক,এবারের আসরের চমক,না এ এবার এর আস সররের চম ম, এবারের আসরের চমক, এবারের আসরের চমক
0a608946c2,data/asr_bengali_1000_wav/0a608946c2.wav,ঝড়ের তান্ডবে,ঝড়ের তাণ্ডবে,ঝড়ের তাণ্ডবে,ঝের টানণ্ডবে, ঝড়ের তাণ্ডবে, ঝড়ের তাণ্ডবে
0a60a7ae61,data/asr_bengali_1000_wav/0a60a7ae61.wav,অন্যের সম্মুখে,অন্যের সম্মুখে,অন্যের সম্মুখে,আছে না না ও নিয়ে সব মুখ খেয়ে এক, অন্যের সম্মুখে, অন্যের সম্মুখে
0a614355b3,data/asr_bengali_1000_wav/0a614355b3.wav,এক খণ্ড প্রকাশিত হইতে পারিবে,এক খণ্ড প্রকাশিত হইতে পারিবে,এক খণ্ড প্রকাশিত হইতে পারিবে,এক খণ্ড প্রকাশিত হইতে পারিবে, এক খণড প্রকাশিত হইতে পারিবে, এক খন্ড প্রকাশিত হইতে পারিবে
0a615077e9,data/asr_bengali_1000_wav/0a615077e9.wav,১০ কল্কি সর্বশেষ অবতার,দশ কোল্কি সর্বশেষ অবতার,দশ পোল্কি সর্বশেষ অবতার,না দশ কোোল কি সরব শেষ অব তার, দশ পলকি সর্বশেষ অবতার, দশ পলকি সর্বশেষ অবতার
0a6153a73d,data/asr_bengali_1000_wav/0a6153a73d.wav,দ্রুত ফল পেতে,দ্রুত ফল পেতে,দ্রুত ফল পেতে,জু তো ফল পেতে, দ্রুত ফল পেতে, দ্রুত ফল পেতে
0a620046ee,data/asr_bengali_1000_wav/0a620046ee.wav,বহিষ্কার করা উচিত,বহিষ্কার করা উচিত,বহিষ্কার করা উচিত,বহিষ্কার করা উচিৎ, বহিষ্কার করা উচিত, বহিষ্কার করা উচিত
0a62e43757,data/asr_bengali_1000_wav/0a62e43757.wav,কংস ও দেবকী ভোজবংশীয়,কংস ও দেবকী ভজবংশীয়,কংস ও দেবকী ভোজবংশীয়,কম শো ও দেব কি ভজ বম শ ও, কংশ ও দেবকী ভোজবংশীয়, কংশ ও দেবকী ভোজবংশীয়
0a62ff2989,data/asr_bengali_1000_wav/0a62ff2989.wav,খবর দিয়েছে বার্তা সংস্থাগুলো,খবর দিয়েছে বার্তা সংস্থাগুলো,খবর দিয়েছে বার্তা সংস্থাগুলো,খবর দিয়েছে বার তা সংস্থা গুলো, খবর দিয়েছে বার্তা সংস্থাগুলো, খবর দিয়েছে বার্তা সংস্থাগুলো
0a633d8acf,data/asr_bengali_1000_wav/0a633d8acf.wav,এবং তারা এখানে প্রায়,এবং তারা এখানে প্রায়,এবং তারা এখানে প্রায়,এবং তারা এ এখানে প্রায়, এবং তারা এখানে প্রায়, এবং তারা এখানে প্রায়
0a63818742,data/asr_bengali_1000_wav/0a63818742.wav,১৯৪২ সালে,উ হাজার নয় শো বিয়াল্লিশ সালে,এক হাজার নয় শো বিয়াল্লিশ সালে,না ওর ন শো বে আর ল সালে, নিশশো বেয়াল্লিশ সালে, উনিশশো বেয়াল্লিশ সালে
0a639254be,data/asr_bengali_1000_wav/0a639254be.wav,পরপর কয়েকবার দিয়ে,পরপর কয়েকবার দিয়ে,পরপর কয়েকবার দিয়ে,পর পর কয়েকবার দিয়ে, পর পরর কয়েকবার দিয়ে, পরপর কয়েকবার দিয়ে
